doctor_link,rate,comment,source
https://docdoc.ru/doctor/Aladina_Elena,4.95,20,sber
https://docdoc.ru/doctor/Alaeva_Gulmira,3.0,2,sber
https://docdoc.ru/doctor/Alandarova_Tatyana,3.25,4,sber
https://docdoc.ru/doctor/Alarhanova_Malika,3.6666666666666665,3,sber
https://docdoc.ru/doctor/Alasheeva_Margarita,4.95,20,sber
https://docdoc.ru/doctor/Alasheva_Margarita,5.0,1,sber
https://docdoc.ru/doctor/Alaverdyan_Armine,5.0,20,sber
https://docdoc.ru/doctor/Alazhazhi_Anastasiya,5.0,4,sber
https://docdoc.ru/doctor/Alazhazhi_Mudar,5.0,16,sber
https://docdoc.ru/doctor/Albagacheva_Diana,4.2,5,sber
https://docdoc.ru/doctor/Albakova_Rumina,5.0,20,sber
https://docdoc.ru/doctor/Albitskaya_Ksenia,4.416666666666667,12,sber
https://docdoc.ru/doctor/Alborova_Eleonora,4.888888888888889,9,sber
https://docdoc.ru/doctor/Albotova_Asijat,5.0,20,sber
https://docdoc.ru/doctor/Aldamova_Alisa,5.0,1,sber
https://docdoc.ru/doctor/Aldamova_Haybat,5.0,3,sber
https://docdoc.ru/doctor/Alduhova_Anna,3.25,4,sber
https://docdoc.ru/doctor/Aldungarova_Saule,5.0,1,sber
https://docdoc.ru/doctor/Alehin_Aleksandr,5.0,1,sber
https://docdoc.ru/doctor/Alehin_Anatoliy,4.636363636363637,11,sber
https://docdoc.ru/doctor/Alehina_Dinara,5.0,1,sber
https://docdoc.ru/doctor/Alehina_Elena,4.0,4,sber
https://docdoc.ru/doctor/Alekberzade_Aftandil,5.0,6,sber
https://docdoc.ru/doctor/Alekova_Nelli,4.5,20,sber
https://docdoc.ru/doctor/Alekperova_2,5.0,3,sber
https://docdoc.ru/doctor/Aleksandrov_Boris,5.0,11,sber
https://docdoc.ru/doctor/Aleksandrov_Evgeniy_13,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrov_Leonid_2,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrov_Sergey_5,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrov_Vladimir_3,1.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Alina,4.166666666666667,6,sber
https://docdoc.ru/doctor/Aleksandrova_Alla,5.0,11,sber
https://docdoc.ru/doctor/Aleksandrova_Alla_2,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Anastasiya_16,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Anastasiya_2,4.666666666666667,6,sber
https://docdoc.ru/doctor/Aleksandrova_Anastasiya_3,3.0,3,sber
https://docdoc.ru/doctor/Aleksandrova_Anna_3,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrova_Desislava,4.722222222222222,18,sber
https://docdoc.ru/doctor/Aleksandrova_Ekaterina_1,5.0,4,sber
https://docdoc.ru/doctor/Aleksandrova_Ekaterina_2,4.25,16,sber
https://docdoc.ru/doctor/Aleksandrova_Elena_8,4.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Irina,4.166666666666667,6,sber
https://docdoc.ru/doctor/Aleksandrova_Irina_2,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Lyudmila_2,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrova_Marina,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrova_Marina_2,3.6666666666666665,3,sber
https://docdoc.ru/doctor/Aleksandrova_Mariya_3,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrova_Nadezhda_2,5.0,4,sber
https://docdoc.ru/doctor/Aleksandrova_Natalya_4,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Olga_1,5.0,5,sber
https://docdoc.ru/doctor/Aleksandrova_Olga_3,5.0,3,sber
https://docdoc.ru/doctor/Aleksandrova_Olga_7,2.0,4,sber
https://docdoc.ru/doctor/Aleksandrova_Tatyana,4.75,4,sber
https://docdoc.ru/doctor/Aleksandrova_Tatyana_42,5.0,1,sber
https://docdoc.ru/doctor/Aleksandrova_Vera_1,5.0,2,sber
https://docdoc.ru/doctor/Aleksandrova_Yuliya_13,5.0,7,sber
https://docdoc.ru/doctor/Aleksanyan_Aleksan,4.85,20,sber
https://docdoc.ru/doctor/Aleksanyan_Anait,4.8,20,sber
https://docdoc.ru/doctor/Aleksanyan_Varinka,5.0,1,sber
https://docdoc.ru/doctor/Alekseenko_Anna_4,5.0,17,sber
https://docdoc.ru/doctor/Alekseenko_Evgeniy_3,4.85,20,sber
https://docdoc.ru/doctor/Alekseenko_Marietta,5.0,2,sber
https://docdoc.ru/doctor/Alekseenko_Natalya,5.0,5,sber
https://docdoc.ru/doctor/Alekseev_Aleksandr_5,4.0,2,sber
https://docdoc.ru/doctor/Alekseev_Boris_2,5.0,10,sber
https://docdoc.ru/doctor/Alekseev_Igor_1,5.0,5,sber
https://docdoc.ru/doctor/Alekseev_Maksim,5.0,20,sber
https://docdoc.ru/doctor/Alekseev_Roman_2,5.0,4,sber
https://docdoc.ru/doctor/Alekseev_Vladimir_12,4.636363636363637,11,sber
https://docdoc.ru/doctor/Alekseev_Vladimir_2,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_3,4.75,20,sber
https://docdoc.ru/doctor/Alekseeva_Alla,5.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Alla_2,4.2,5,sber
https://docdoc.ru/doctor/Alekseeva_Anastasiya,5.0,7,sber
https://docdoc.ru/doctor/Alekseeva_Anastasiya_2,1.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Ekaterina_36,5.0,3,sber
https://docdoc.ru/doctor/Alekseeva_Ekaterina_6,4.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Elena_1,4.8,20,sber
https://docdoc.ru/doctor/Alekseeva_Elizaveta,5.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Inna,5.0,5,sber
https://docdoc.ru/doctor/Alekseeva_Irina_12,4.375,8,sber
https://docdoc.ru/doctor/Alekseeva_Irina_4,4.9,20,sber
https://docdoc.ru/doctor/Alekseeva_Irina_7,5.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Irina_8,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Irina_9,4.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Lidiya,5.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Lyudmila_5,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Lyudmila_6,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Marina_4,5.0,6,sber
https://docdoc.ru/doctor/Alekseeva_Mariya_22,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Mariya_4,5.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Nadezhda,4.0,1,sber
https://docdoc.ru/doctor/Alekseeva_Nina,5.0,2,sber
https://docdoc.ru/doctor/Alekseeva_Oksana,5.0,4,sber
https://docdoc.ru/doctor/Alekseeva_Olga_10,5.0,5,sber
https://docdoc.ru/doctor/Alekseeva_Olga_20,4.545454545454546,11,sber
